gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B cell	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	enterocyte of epithelium of large intestine	fibroblast	gut endothelial cell	intestinal crypt stem cell of large intestine	intestinal enteroendocrine cell	intestinal tuft cell	large intestine goblet cell	mast cell	monocyte	paneth cell of colon	plasma cell	transit amplifying cell of colon
LRP6	O75581	True	LRP6_HUMAN	FZD5_LRP6	CPI-SC0FD6A26C5	LRP6	0.0	0.0	0.0	0.155	0.236	0.0	0.368	0.0	0.0	0.001	0.0	0.0	0.106	0.0	0.031
LRP6	O75581	True	LRP6_HUMAN	FZD5_LRP6	CPI-SC0B3222CB2	LRP6	0.0	0.0	0.0	0.155	0.236	0.0	0.368	0.0	0.0	0.001	0.0	0.0	0.106	0.0	0.031
LRP6	O75581	True	LRP6_HUMAN	FZD5_LRP6	CPI-SC059A22B9E	LRP6	0.0	0.0	0.0	0.155	0.236	0.0	0.368	0.0	0.0	0.001	0.0	0.0	0.106	0.0	0.031
LRP6	O75581	True	LRP6_HUMAN	FZD5_LRP6	CPI-SC081C6762E	LRP6	0.0	0.0	0.0	0.155	0.236	0.0	0.368	0.0	0.0	0.001	0.0	0.0	0.106	0.0	0.031
LRP6	O75581	True	LRP6_HUMAN	FZD5_LRP6	CPI-SC0DD562B41	LRP6	0.0	0.0	0.0	0.155	0.236	0.0	0.368	0.0	0.0	0.001	0.0	0.0	0.106	0.0	0.031
LRP6	O75581	True	LRP6_HUMAN	FZD5_LRP6	CPI-SC0D06695E4	LRP6	0.0	0.0	0.0	0.155	0.236	0.0	0.368	0.0	0.0	0.001	0.0	0.0	0.106	0.0	0.031
LRP6	O75581	True	LRP6_HUMAN	FZD5_LRP6	CPI-SC07F714A57	LRP6	0.0	0.0	0.0	0.155	0.236	0.0	0.368	0.0	0.0	0.001	0.0	0.0	0.106	0.0	0.031
LRP6	O75581	True	LRP6_HUMAN	FZD5_LRP6	CPI-SC0EDC637EC	LRP6	0.0	0.0	0.0	0.155	0.236	0.0	0.368	0.0	0.0	0.001	0.0	0.0	0.106	0.0	0.031
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC0342728D2	LRP6	0.0	0.0	0.0	0.048	0.003	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.075	0.009	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC081E1CE0B	LRP6	0.0	0.0	0.0	0.048	0.003	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.075	0.009	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC0DC10FB9C	LRP6	0.0	0.0	0.0	0.048	0.003	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.075	0.009	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC0796645C7	LRP6	0.0	0.0	0.0	0.048	0.003	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.075	0.009	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC039EE3D74	LRP6	0.0	0.0	0.0	0.048	0.003	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.075	0.009	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC02D62FB5B	LRP6	0.0	0.0	0.0	0.048	0.003	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.075	0.009	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC01C485556	LRP6	0.0	0.0	0.0	0.048	0.003	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.075	0.009	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC02CD488A4	LRP6	0.0	0.0	0.0	0.048	0.003	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.075	0.009	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC0AB470FD0	LRP6	0.0	0.0	0.005	0.107	0.236	0.0	0.147	0.0	0.0	0.148	0.0	0.0	0.106	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC0D837BE1B	LRP6	0.0	0.0	0.005	0.107	0.236	0.0	0.147	0.0	0.0	0.148	0.0	0.0	0.106	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC067A0FAD8	LRP6	0.0	0.0	0.005	0.107	0.236	0.0	0.147	0.0	0.0	0.148	0.0	0.0	0.106	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC0F9BC4D34	LRP6	0.0	0.0	0.005	0.107	0.236	0.0	0.147	0.0	0.0	0.148	0.0	0.0	0.106	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC063E27411	LRP6	0.0	0.0	0.005	0.107	0.236	0.0	0.147	0.0	0.0	0.148	0.0	0.0	0.106	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC00FA2B152	LRP6	0.0	0.0	0.005	0.107	0.236	0.0	0.147	0.0	0.0	0.148	0.0	0.0	0.106	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC059D7F9EE	LRP6	0.0	0.0	0.005	0.107	0.236	0.0	0.147	0.0	0.0	0.148	0.0	0.0	0.106	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC0B5A3F59F	LRP6	0.0	0.0	0.005	0.107	0.236	0.0	0.147	0.0	0.0	0.148	0.0	0.0	0.106	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC0C6A402E9	LRP6	0.0	0.0	0.005	0.107	0.236	0.0	0.147	0.0	0.0	0.148	0.0	0.0	0.106	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0E7F51B25	LRP6	0.0	0.0	0.005	0.155	0.198	0.0	0.368	3.643	0.0	0.148	0.0	0.0	0.106	0.0	0.031
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC031A56DEB	LRP6	0.0	0.0	0.005	0.155	0.198	0.0	0.368	3.643	0.0	0.148	0.0	0.0	0.106	0.0	0.031
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0B9D5B3BB	LRP6	0.0	0.0	0.005	0.155	0.198	0.0	0.368	3.643	0.0	0.148	0.0	0.0	0.106	0.0	0.031
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC08F2BED38	LRP6	0.0	0.0	0.005	0.155	0.198	0.0	0.368	3.643	0.0	0.148	0.0	0.0	0.106	0.0	0.031
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC061351B3F	LRP6	0.0	0.0	0.005	0.155	0.198	0.0	0.368	3.643	0.0	0.148	0.0	0.0	0.106	0.0	0.031
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC077E857AE	LRP6	0.0	0.0	0.005	0.155	0.198	0.0	0.368	3.643	0.0	0.148	0.0	0.0	0.106	0.0	0.031
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC05E81C125	LRP6	0.0	0.0	0.005	0.155	0.198	0.0	0.368	3.643	0.0	0.148	0.0	0.0	0.106	0.0	0.031
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC02EBDBB5C	LRP6	0.0	0.0	0.005	0.155	0.198	0.0	0.368	3.643	0.0	0.148	0.0	0.0	0.106	0.0	0.031
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0942D4B76	LRP6	0.0	0.0	0.005	0.155	0.198	0.0	0.368	3.643	0.0	0.148	0.0	0.0	0.106	0.0	0.031
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0F9E07951	LRP6	0.0	0.0	0.005	0.155	0.198	0.0	0.368	3.643	0.0	0.148	0.0	0.0	0.106	0.0	0.031
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC01B29532D	LRP6	0.0	0.0	0.005	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC00DA032E2	LRP6	0.0	0.0	0.005	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC0259C1693	LRP6	0.0	0.0	0.005	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC0ECADFABF	LRP6	0.0	0.0	0.005	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC01FD57BC9	LRP6	0.0	0.0	0.005	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC08CF56014	LRP6	0.0	0.0	0.005	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC088BCE7ED	LRP6	0.0	0.0	0.005	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC09206543A	LRP6	0.0	0.0	0.005	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	Kremen1_LRP6	CPI-SC0456039E0	LRP6	0.0	0.0	0.0	0.061	0.182	0.0	0.112	0.0	0.0	0.051	0.0	0.0	0.006	0.0	0.031
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC029ADF8EA	FZD2	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC04F7D62D5	FZD2	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC055AF31A9	FZD2	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC06037057B	FZD2	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0675C8528	FZD2	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0A79539F5	FZD2	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0AE0AAAFB	FZD2	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0637CC9D5	FZD2	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC054FD289E	FZD2	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC074888BE6	FZD2	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC08DE61392	FZD2	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC058678C1B	FZD2	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC07D1540F8	FZD2	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC066B2A89A	FZD2	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC069D8A1BA	FZD2	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC0486FECAB	FZD2	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC044BB9279	FZD3	0.096	0.017	0.001	0.029	0.053	0.0	0.272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0827E3502	FZD3	0.096	0.017	0.001	0.029	0.053	0.0	0.272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0B0BAF8DB	FZD3	0.096	0.017	0.001	0.029	0.053	0.0	0.272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0671450D5	FZD3	0.096	0.017	0.001	0.029	0.053	0.0	0.272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC081B09E04	FZD3	0.096	0.017	0.001	0.029	0.053	0.0	0.272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC02753B9BD	FZD3	0.096	0.017	0.001	0.029	0.053	0.0	0.272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC092C6BB7D	FZD3	0.096	0.017	0.001	0.029	0.053	0.0	0.272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0AEC52E73	FZD3	0.096	0.017	0.001	0.029	0.053	0.0	0.272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC06CA35957	FZD3	0.0	0.0	0.005	0.029	0.053	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC00D0D0EC3	FZD3	0.0	0.0	0.005	0.029	0.053	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC03F9E6AC5	FZD3	0.0	0.0	0.005	0.029	0.053	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC015580274	FZD3	0.0	0.0	0.005	0.029	0.053	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0B739B6BE	FZD3	0.0	0.0	0.005	0.029	0.053	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC018C0B727	FZD3	0.0	0.0	0.005	0.029	0.053	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC04617C8EB	FZD3	0.0	0.0	0.005	0.029	0.053	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0ECDB073E	FZD3	0.0	0.0	0.005	0.029	0.053	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0953D36EF	FZD4	0.0	0.0	0.0	0.0	0.178	1.796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC060CAF2BD	FZD4	0.0	0.0	0.0	0.0	0.178	1.796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC001BD2F39	FZD4	0.0	0.0	0.0	0.0	0.178	1.796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC05D7BF6AC	FZD4	0.0	0.0	0.0	0.0	0.178	1.796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC016937C58	FZD4	0.0	0.0	0.0	0.0	0.178	1.796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0D721C667	FZD4	0.0	0.0	0.0	0.0	0.178	1.796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0BAD0A831	FZD4	0.0	0.0	0.0	0.0	0.178	1.796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0CDC53EF1	FZD4	0.0	0.0	0.0	0.0	0.178	1.796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC010561E8D	FZD4	0.0	0.0	0.0	0.0	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC06E0B84C9	FZD4	0.0	0.0	0.0	0.0	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0594F894D	FZD4	0.0	0.0	0.0	0.0	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0B6207B1C	FZD4	0.0	0.0	0.0	0.0	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0E149DD74	FZD4	0.0	0.0	0.0	0.0	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC09771D617	FZD4	0.0	0.0	0.0	0.0	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0D9880D62	FZD4	0.0	0.0	0.0	0.0	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0F7419D8D	FZD4	0.0	0.0	0.0	0.0	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC012DB3194	FZD5	0.024	0.011	0.0	0.123	0.18	0.0	0.272	0.0	0.0	0.001	0.0	0.0	0.054	0.0	0.345
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC08E2BBB8C	FZD5	0.024	0.011	0.0	0.123	0.18	0.0	0.272	0.0	0.0	0.001	0.0	0.0	0.054	0.0	0.345
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC04CC06812	FZD5	0.024	0.011	0.0	0.123	0.18	0.0	0.272	0.0	0.0	0.001	0.0	0.0	0.054	0.0	0.345
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC03346B36E	FZD5	0.024	0.011	0.0	0.123	0.18	0.0	0.272	0.0	0.0	0.001	0.0	0.0	0.054	0.0	0.345
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC0FBD05A5F	FZD5	0.024	0.011	0.0	0.123	0.18	0.0	0.272	0.0	0.0	0.001	0.0	0.0	0.054	0.0	0.345
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC027A59AFB	FZD5	0.024	0.011	0.0	0.123	0.18	0.0	0.272	0.0	0.0	0.001	0.0	0.0	0.054	0.0	0.345
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC01FEEE70F	FZD5	0.024	0.011	0.0	0.123	0.18	0.0	0.272	0.0	0.0	0.001	0.0	0.0	0.054	0.0	0.345
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC032AE5D59	FZD5	0.024	0.011	0.0	0.123	0.18	0.0	0.272	0.0	0.0	0.001	0.0	0.0	0.054	0.0	0.345
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC0B092EF65	FZD5	0.024	0.011	0.0	0.123	0.18	0.0	0.272	0.0	0.0	0.001	0.0	0.0	0.054	0.0	0.345
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC0991BCC7F	FZD5	0.0	0.0	0.0	0.155	0.236	0.0	0.368	0.0	0.0	0.001	0.0	0.0	0.106	0.0	0.031
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC0FD6A26C5	FZD5	0.0	0.0	0.0	0.155	0.236	0.0	0.368	0.0	0.0	0.001	0.0	0.0	0.106	0.0	0.031
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC0B3222CB2	FZD5	0.0	0.0	0.0	0.155	0.236	0.0	0.368	0.0	0.0	0.001	0.0	0.0	0.106	0.0	0.031
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC059A22B9E	FZD5	0.0	0.0	0.0	0.155	0.236	0.0	0.368	0.0	0.0	0.001	0.0	0.0	0.106	0.0	0.031
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC081C6762E	FZD5	0.0	0.0	0.0	0.155	0.236	0.0	0.368	0.0	0.0	0.001	0.0	0.0	0.106	0.0	0.031
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC0DD562B41	FZD5	0.0	0.0	0.0	0.155	0.236	0.0	0.368	0.0	0.0	0.001	0.0	0.0	0.106	0.0	0.031
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC0D06695E4	FZD5	0.0	0.0	0.0	0.155	0.236	0.0	0.368	0.0	0.0	0.001	0.0	0.0	0.106	0.0	0.031
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC07F714A57	FZD5	0.0	0.0	0.0	0.155	0.236	0.0	0.368	0.0	0.0	0.001	0.0	0.0	0.106	0.0	0.031
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC0EDC637EC	FZD5	0.0	0.0	0.0	0.155	0.236	0.0	0.368	0.0	0.0	0.001	0.0	0.0	0.106	0.0	0.031
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC08496F2AE	FZD6	0.033	0.003	0.0	0.048	0.003	0.502	0.272	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC0A27844A8	FZD6	0.033	0.003	0.0	0.048	0.003	0.502	0.272	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC0A070755C	FZD6	0.033	0.003	0.0	0.048	0.003	0.502	0.272	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC02D16C89A	FZD6	0.033	0.003	0.0	0.048	0.003	0.502	0.272	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC01D1E05E8	FZD6	0.033	0.003	0.0	0.048	0.003	0.502	0.272	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC0FE1FBFB5	FZD6	0.033	0.003	0.0	0.048	0.003	0.502	0.272	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC0DFEAE26D	FZD6	0.033	0.003	0.0	0.048	0.003	0.502	0.272	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-SC06EFA5CC2	FZD6	0.033	0.003	0.0	0.048	0.003	0.502	0.272	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC0342728D2	FZD6	0.0	0.0	0.0	0.048	0.003	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.075	0.009	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC081E1CE0B	FZD6	0.0	0.0	0.0	0.048	0.003	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.075	0.009	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC0DC10FB9C	FZD6	0.0	0.0	0.0	0.048	0.003	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.075	0.009	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC0796645C7	FZD6	0.0	0.0	0.0	0.048	0.003	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.075	0.009	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-SC039EE3D74	FZD6	0.0	0.0	0.0	0.048	0.003	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.075	0.009	0.0
