interacting_pair	gene_a	gene_b	tissue	region
LRFN5_PTPRS	LRFN5	PTPRS	large_intestine	HBM942.WHFC.488_reg001
LRRTM4_PTPRS	LRRTM4	PTPRS	large_intestine	HBM942.WHFC.488_reg001
SLITRK2_PTPRS	SLITRK2	PTPRS	large_intestine	HBM942.WHFC.488_reg001
SLITRK4_PTPRS	SLITRK4	PTPRS	large_intestine	HBM942.WHFC.488_reg001
APP_CD74	APP	CD74	large_intestine	HBM942.WHFC.488_reg001
APP_FPR2	APP	FPR2	large_intestine	HBM942.WHFC.488_reg001
ANXA1_FPR2	ANXA1	FPR2	large_intestine	HBM942.WHFC.488_reg001
CCL23_FPR2	CCL23	FPR2	large_intestine	HBM942.WHFC.488_reg001
TAFA5_FPR2	TAFA5	FPR2	large_intestine	HBM942.WHFC.488_reg001
APP_PLXNA4	APP	PLXNA4	large_intestine	HBM942.WHFC.488_reg001
APLP2_PLXNA4	APLP2	PLXNA4	large_intestine	HBM942.WHFC.488_reg001
APP_SORL1	APP	SORL1	large_intestine	HBM942.WHFC.488_reg001
APP_TNFRSF21	APP	TNFRSF21	large_intestine	HBM942.WHFC.488_reg001
APLP2_PIGR	APLP2	PIGR	large_intestine	HBM942.WHFC.488_reg001
ANGPT1_TEK	ANGPT1	TEK	large_intestine	HBM942.WHFC.488_reg001
ANGPT2_TEK	ANGPT2	TEK	large_intestine	HBM942.WHFC.488_reg001
ANGPT4_TEK	ANGPT4	TEK	large_intestine	HBM942.WHFC.488_reg001
AGT_AGTR1	AGT	AGTR1	large_intestine	HBM942.WHFC.488_reg001
ANXA1_FPR1	ANXA1	FPR1	large_intestine	HBM942.WHFC.488_reg001
ANXA1_FPR3	ANXA1	FPR3	large_intestine	HBM942.WHFC.488_reg001
APLN_APLNR	APLN	APLNR	large_intestine	HBM942.WHFC.488_reg001
APOA1_ABCA1	APOA1	ABCA1	large_intestine	HBM942.WHFC.488_reg001
APOB_APOBR	APOB	APOBR	large_intestine	HBM942.WHFC.488_reg001
NGF_NGFR	NGF	NGFR	large_intestine	HBM942.WHFC.488_reg001
BDNF_NGFR	BDNF	NGFR	large_intestine	HBM942.WHFC.488_reg001
NTF3_NGFR	NTF3	NGFR	large_intestine	HBM942.WHFC.488_reg001
NGF_NTRK1	NGF	NTRK1	large_intestine	HBM942.WHFC.488_reg001
NTF3_NTRK1	NTF3	NTRK1	large_intestine	HBM942.WHFC.488_reg001
NGF_SORT1	NGF	SORT1	large_intestine	HBM942.WHFC.488_reg001
BDNF_SORT1	BDNF	SORT1	large_intestine	HBM942.WHFC.488_reg001
NTS_SORT1	NTS	SORT1	large_intestine	HBM942.WHFC.488_reg001
BDNF_NTRK2	BDNF	NTRK2	large_intestine	HBM942.WHFC.488_reg001
NTN4_NTRK2	NTN4	NTRK2	large_intestine	HBM942.WHFC.488_reg001
NTF3_NTRK2	NTF3	NTRK2	large_intestine	HBM942.WHFC.488_reg001
CLSTN1_NRXN1	CLSTN1	NRXN1	large_intestine	HBM942.WHFC.488_reg001
CLSTN2_NRXN1	CLSTN2	NRXN1	large_intestine	HBM942.WHFC.488_reg001
CLSTN3_NRXN1	CLSTN3	NRXN1	large_intestine	HBM942.WHFC.488_reg001
LRRTM1_NRXN1	LRRTM1	NRXN1	large_intestine	HBM942.WHFC.488_reg001
LRRTM2_NRXN1	LRRTM2	NRXN1	large_intestine	HBM942.WHFC.488_reg001
LRRTM4_NRXN1	LRRTM4	NRXN1	large_intestine	HBM942.WHFC.488_reg001
NLGN1_NRXN1	NLGN1	NRXN1	large_intestine	HBM942.WHFC.488_reg001
NLGN2_NRXN1	NLGN2	NRXN1	large_intestine	HBM942.WHFC.488_reg001
NLGN3_NRXN1	NLGN3	NRXN1	large_intestine	HBM942.WHFC.488_reg001
NLGN4X_NRXN1	NLGN4X	NRXN1	large_intestine	HBM942.WHFC.488_reg001
NLGN4Y_NRXN1	NLGN4Y	NRXN1	large_intestine	HBM942.WHFC.488_reg001
CLSTN1_NRXN2	CLSTN1	NRXN2	large_intestine	HBM942.WHFC.488_reg001
CLSTN2_NRXN2	CLSTN2	NRXN2	large_intestine	HBM942.WHFC.488_reg001
CLSTN3_NRXN2	CLSTN3	NRXN2	large_intestine	HBM942.WHFC.488_reg001
LRRTM1_NRXN2	LRRTM1	NRXN2	large_intestine	HBM942.WHFC.488_reg001
LRRTM2_NRXN2	LRRTM2	NRXN2	large_intestine	HBM942.WHFC.488_reg001
LRRTM4_NRXN2	LRRTM4	NRXN2	large_intestine	HBM942.WHFC.488_reg001
NLGN1_NRXN2	NLGN1	NRXN2	large_intestine	HBM942.WHFC.488_reg001
NLGN2_NRXN2	NLGN2	NRXN2	large_intestine	HBM942.WHFC.488_reg001
NLGN3_NRXN2	NLGN3	NRXN2	large_intestine	HBM942.WHFC.488_reg001
NLGN4X_NRXN2	NLGN4X	NRXN2	large_intestine	HBM942.WHFC.488_reg001
NLGN4Y_NRXN2	NLGN4Y	NRXN2	large_intestine	HBM942.WHFC.488_reg001
CCL16_CCR8	CCL16	CCR8	large_intestine	HBM942.WHFC.488_reg001
CCL18_CCR8	CCL18	CCR8	large_intestine	HBM942.WHFC.488_reg001
CCL11_ACKR2	CCL11	ACKR2	large_intestine	HBM942.WHFC.488_reg001
CCL13_ACKR2	CCL13	ACKR2	large_intestine	HBM942.WHFC.488_reg001
CCL14_ACKR2	CCL14	ACKR2	large_intestine	HBM942.WHFC.488_reg001
CCL2_ACKR2	CCL2	ACKR2	large_intestine	HBM942.WHFC.488_reg001
CCL3_ACKR2	CCL3	ACKR2	large_intestine	HBM942.WHFC.488_reg001
CCL4_ACKR2	CCL4	ACKR2	large_intestine	HBM942.WHFC.488_reg001
CCL5_ACKR2	CCL5	ACKR2	large_intestine	HBM942.WHFC.488_reg001
CCL7_ACKR2	CCL7	ACKR2	large_intestine	HBM942.WHFC.488_reg001
CCL8_ACKR2	CCL8	ACKR2	large_intestine	HBM942.WHFC.488_reg001
CCL11_CCR3	CCL11	CCR3	large_intestine	HBM942.WHFC.488_reg001
CCL13_CCR3	CCL13	CCR3	large_intestine	HBM942.WHFC.488_reg001
CCL14_CCR3	CCL14	CCR3	large_intestine	HBM942.WHFC.488_reg001
CCL15_CCR3	CCL15	CCR3	large_intestine	HBM942.WHFC.488_reg001
CCL24_CCR3	CCL24	CCR3	large_intestine	HBM942.WHFC.488_reg001
CCL26_CCR3	CCL26	CCR3	large_intestine	HBM942.WHFC.488_reg001
CCL3_CCR3	CCL3	CCR3	large_intestine	HBM942.WHFC.488_reg001
CCL5_CCR3	CCL5	CCR3	large_intestine	HBM942.WHFC.488_reg001
CCL7_CCR3	CCL7	CCR3	large_intestine	HBM942.WHFC.488_reg001
CCL8_CCR3	CCL8	CCR3	large_intestine	HBM942.WHFC.488_reg001
CCL11_DPP4	CCL11	DPP4	large_intestine	HBM942.WHFC.488_reg001
CCL22_DPP4	CCL22	DPP4	large_intestine	HBM942.WHFC.488_reg001
CXCL10_DPP4	CXCL10	DPP4	large_intestine	HBM942.WHFC.488_reg001
CXCL11_DPP4	CXCL11	DPP4	large_intestine	HBM942.WHFC.488_reg001
CXCL12_DPP4	CXCL12	DPP4	large_intestine	HBM942.WHFC.488_reg001
CXCL2_DPP4	CXCL2	DPP4	large_intestine	HBM942.WHFC.488_reg001
CCL13_CCR2	CCL13	CCR2	large_intestine	HBM942.WHFC.488_reg001
CCL16_CCR2	CCL16	CCR2	large_intestine	HBM942.WHFC.488_reg001
CCL2_CCR2	CCL2	CCR2	large_intestine	HBM942.WHFC.488_reg001
CCL26_CCR2	CCL26	CCR2	large_intestine	HBM942.WHFC.488_reg001
CCL7_CCR2	CCL7	CCR2	large_intestine	HBM942.WHFC.488_reg001
CCL8_CCR2	CCL8	CCR2	large_intestine	HBM942.WHFC.488_reg001
CCL14_CCR1	CCL14	CCR1	large_intestine	HBM942.WHFC.488_reg001
CCL15_CCR1	CCL15	CCR1	large_intestine	HBM942.WHFC.488_reg001
CCL16_CCR1	CCL16	CCR1	large_intestine	HBM942.WHFC.488_reg001
CCL23_CCR1	CCL23	CCR1	large_intestine	HBM942.WHFC.488_reg001
CCL26_CCR1	CCL26	CCR1	large_intestine	HBM942.WHFC.488_reg001
CCL3_CCR1	CCL3	CCR1	large_intestine	HBM942.WHFC.488_reg001
CCL5_CCR1	CCL5	CCR1	large_intestine	HBM942.WHFC.488_reg001
CCL7_CCR1	CCL7	CCR1	large_intestine	HBM942.WHFC.488_reg001
CCL8_CCR1	CCL8	CCR1	large_intestine	HBM942.WHFC.488_reg001
CCL22_CCR4	CCL22	CCR4	large_intestine	HBM942.WHFC.488_reg001
CCL5_CCR4	CCL5	CCR4	large_intestine	HBM942.WHFC.488_reg001
CCL19_ACKR4	CCL19	ACKR4	large_intestine	HBM942.WHFC.488_reg001
CCL21_ACKR4	CCL21	ACKR4	large_intestine	HBM942.WHFC.488_reg001
CCL25_ACKR4	CCL25	ACKR4	large_intestine	HBM942.WHFC.488_reg001
CXCL13_ACKR4	CXCL13	ACKR4	large_intestine	HBM942.WHFC.488_reg001
CCL19_CCR7	CCL19	CCR7	large_intestine	HBM942.WHFC.488_reg001
CCL21_CCR7	CCL21	CCR7	large_intestine	HBM942.WHFC.488_reg001
CCL19_CCRL2	CCL19	CCRL2	large_intestine	HBM942.WHFC.488_reg001
RARRES2_CCRL2	RARRES2	CCRL2	large_intestine	HBM942.WHFC.488_reg001
CCL2_ACKR1	CCL2	ACKR1	large_intestine	HBM942.WHFC.488_reg001
CCL5_ACKR1	CCL5	ACKR1	large_intestine	HBM942.WHFC.488_reg001
CXCL1_ACKR1	CXCL1	ACKR1	large_intestine	HBM942.WHFC.488_reg001
CXCL8_ACKR1	CXCL8	ACKR1	large_intestine	HBM942.WHFC.488_reg001
CCL20_CCR6	CCL20	CCR6	large_intestine	HBM942.WHFC.488_reg001
CCL25_CCR9	CCL25	CCR9	large_intestine	HBM942.WHFC.488_reg001
CCL28_CCR10	CCL28	CCR10	large_intestine	HBM942.WHFC.488_reg001
CCL3_CCR5	CCL3	CCR5	large_intestine	HBM942.WHFC.488_reg001
CCL4_CCR5	CCL4	CCR5	large_intestine	HBM942.WHFC.488_reg001
CCL5_CCR5	CCL5	CCR5	large_intestine	HBM942.WHFC.488_reg001
CCL7_CCR5	CCL7	CCR5	large_intestine	HBM942.WHFC.488_reg001
CCL8_CCR5	CCL8	CCR5	large_intestine	HBM942.WHFC.488_reg001
CCL5_GPR75	CCL5	GPR75	large_intestine	HBM942.WHFC.488_reg001
CXCL1_CXCR1	CXCL1	CXCR1	large_intestine	HBM942.WHFC.488_reg001
CXCL5_CXCR1	CXCL5	CXCR1	large_intestine	HBM942.WHFC.488_reg001
CXCL6_CXCR1	CXCL6	CXCR1	large_intestine	HBM942.WHFC.488_reg001
CXCL8_CXCR1	CXCL8	CXCR1	large_intestine	HBM942.WHFC.488_reg001
CXCL1_CXCR2	CXCL1	CXCR2	large_intestine	HBM942.WHFC.488_reg001
CXCL2_CXCR2	CXCL2	CXCR2	large_intestine	HBM942.WHFC.488_reg001
CXCL3_CXCR2	CXCL3	CXCR2	large_intestine	HBM942.WHFC.488_reg001
CXCL5_CXCR2	CXCL5	CXCR2	large_intestine	HBM942.WHFC.488_reg001
CXCL6_CXCR2	CXCL6	CXCR2	large_intestine	HBM942.WHFC.488_reg001
CXCL8_CXCR2	CXCL8	CXCR2	large_intestine	HBM942.WHFC.488_reg001
CX3CL1_CX3CR1	CX3CL1	CX3CR1	large_intestine	HBM942.WHFC.488_reg001
CXCL10_CXCR3	CXCL10	CXCR3	large_intestine	HBM942.WHFC.488_reg001
CXCL11_CXCR3	CXCL11	CXCR3	large_intestine	HBM942.WHFC.488_reg001
CXCL11_ACKR3	CXCL11	ACKR3	large_intestine	HBM942.WHFC.488_reg001
CXCL12_CXCR4	CXCL12	CXCR4	large_intestine	HBM942.WHFC.488_reg001
CXCL14_CXCR4	CXCL14	CXCR4	large_intestine	HBM942.WHFC.488_reg001
CXCL13_CXCR5	CXCL13	CXCR5	large_intestine	HBM942.WHFC.488_reg001
CXCL16_CXCR6	CXCL16	CXCR6	large_intestine	HBM942.WHFC.488_reg001
C1QL1_ADGRB3	C1QL1	ADGRB3	large_intestine	HBM942.WHFC.488_reg001
C1QL2_ADGRB3	C1QL2	ADGRB3	large_intestine	HBM942.WHFC.488_reg001
C1QL4_ADGRB3	C1QL4	ADGRB3	large_intestine	HBM942.WHFC.488_reg001
C4A_C5AR2	C4A	C5AR2	large_intestine	HBM942.WHFC.488_reg001
C5_C5AR2	C5	C5AR2	large_intestine	HBM942.WHFC.488_reg001
C5_C5AR1	C5	C5AR1	large_intestine	HBM942.WHFC.488_reg001
UCN_CRHR2	UCN	CRHR2	large_intestine	HBM942.WHFC.488_reg001
CSF1_CSF1R	CSF1	CSF1R	large_intestine	HBM942.WHFC.488_reg001
IL34_CSF1R	IL34	CSF1R	large_intestine	HBM942.WHFC.488_reg001
CSF3_CSF3R	CSF3	CSF3R	large_intestine	HBM942.WHFC.488_reg001
DHH_HHIP	DHH	HHIP	large_intestine	HBM942.WHFC.488_reg001
EDN1_EDNRA	EDN1	EDNRA	large_intestine	HBM942.WHFC.488_reg001
EDN1_EDNRB	EDN1	EDNRB	large_intestine	HBM942.WHFC.488_reg001
EFNA1_EPHA1	EFNA1	EPHA1	large_intestine	HBM942.WHFC.488_reg001
EFNA2_EPHA1	EFNA2	EPHA1	large_intestine	HBM942.WHFC.488_reg001
EFNA3_EPHA1	EFNA3	EPHA1	large_intestine	HBM942.WHFC.488_reg001
EFNA4_EPHA1	EFNA4	EPHA1	large_intestine	HBM942.WHFC.488_reg001
EFNA5_EPHA1	EFNA5	EPHA1	large_intestine	HBM942.WHFC.488_reg001
EFNA1_EPHA2	EFNA1	EPHA2	large_intestine	HBM942.WHFC.488_reg001
EFNA2_EPHA2	EFNA2	EPHA2	large_intestine	HBM942.WHFC.488_reg001
EFNA3_EPHA2	EFNA3	EPHA2	large_intestine	HBM942.WHFC.488_reg001
EFNA4_EPHA2	EFNA4	EPHA2	large_intestine	HBM942.WHFC.488_reg001
EFNA5_EPHA2	EFNA5	EPHA2	large_intestine	HBM942.WHFC.488_reg001
EFNB1_EPHA2	EFNB1	EPHA2	large_intestine	HBM942.WHFC.488_reg001
EFNA1_EPHA3	EFNA1	EPHA3	large_intestine	HBM942.WHFC.488_reg001
EFNA2_EPHA3	EFNA2	EPHA3	large_intestine	HBM942.WHFC.488_reg001
EFNA3_EPHA3	EFNA3	EPHA3	large_intestine	HBM942.WHFC.488_reg001
EFNA4_EPHA3	EFNA4	EPHA3	large_intestine	HBM942.WHFC.488_reg001
EFNA5_EPHA3	EFNA5	EPHA3	large_intestine	HBM942.WHFC.488_reg001
EFNA1_EPHA4	EFNA1	EPHA4	large_intestine	HBM942.WHFC.488_reg001
EFNA2_EPHA4	EFNA2	EPHA4	large_intestine	HBM942.WHFC.488_reg001
EFNA3_EPHA4	EFNA3	EPHA4	large_intestine	HBM942.WHFC.488_reg001
EFNA4_EPHA4	EFNA4	EPHA4	large_intestine	HBM942.WHFC.488_reg001
EFNA5_EPHA4	EFNA5	EPHA4	large_intestine	HBM942.WHFC.488_reg001
EFNB1_EPHA4	EFNB1	EPHA4	large_intestine	HBM942.WHFC.488_reg001
EFNB2_EPHA4	EFNB2	EPHA4	large_intestine	HBM942.WHFC.488_reg001
EFNB3_EPHA4	EFNB3	EPHA4	large_intestine	HBM942.WHFC.488_reg001
EFNA1_EPHA5	EFNA1	EPHA5	large_intestine	HBM942.WHFC.488_reg001
EFNA2_EPHA5	EFNA2	EPHA5	large_intestine	HBM942.WHFC.488_reg001
EFNA3_EPHA5	EFNA3	EPHA5	large_intestine	HBM942.WHFC.488_reg001
EFNA4_EPHA5	EFNA4	EPHA5	large_intestine	HBM942.WHFC.488_reg001
EFNA5_EPHA5	EFNA5	EPHA5	large_intestine	HBM942.WHFC.488_reg001
EFNA1_EPHA7	EFNA1	EPHA7	large_intestine	HBM942.WHFC.488_reg001
EFNA2_EPHA7	EFNA2	EPHA7	large_intestine	HBM942.WHFC.488_reg001
EFNA3_EPHA7	EFNA3	EPHA7	large_intestine	HBM942.WHFC.488_reg001
EFNA4_EPHA7	EFNA4	EPHA7	large_intestine	HBM942.WHFC.488_reg001
EFNA5_EPHA7	EFNA5	EPHA7	large_intestine	HBM942.WHFC.488_reg001
EFNA5_EPHB2	EFNA5	EPHB2	large_intestine	HBM942.WHFC.488_reg001
EFNB1_EPHB2	EFNB1	EPHB2	large_intestine	HBM942.WHFC.488_reg001
EFNB2_EPHB2	EFNB2	EPHB2	large_intestine	HBM942.WHFC.488_reg001
EFNB3_EPHB2	EFNB3	EPHB2	large_intestine	HBM942.WHFC.488_reg001
EFNB1_EPHB1	EFNB1	EPHB1	large_intestine	HBM942.WHFC.488_reg001
EFNB2_EPHB1	EFNB2	EPHB1	large_intestine	HBM942.WHFC.488_reg001
EFNB3_EPHB1	EFNB3	EPHB1	large_intestine	HBM942.WHFC.488_reg001
EFNB1_EPHB3	EFNB1	EPHB3	large_intestine	HBM942.WHFC.488_reg001
EFNB2_EPHB3	EFNB2	EPHB3	large_intestine	HBM942.WHFC.488_reg001
EFNB3_EPHB3	EFNB3	EPHB3	large_intestine	HBM942.WHFC.488_reg001
EFNB1_EPHB4	EFNB1	EPHB4	large_intestine	HBM942.WHFC.488_reg001
EFNB2_EPHB4	EFNB2	EPHB4	large_intestine	HBM942.WHFC.488_reg001
EFNB3_EPHB4	EFNB3	EPHB4	large_intestine	HBM942.WHFC.488_reg001
EFNB1_EPHB6	EFNB1	EPHB6	large_intestine	HBM942.WHFC.488_reg001
EFNB2_EPHB6	EFNB2	EPHB6	large_intestine	HBM942.WHFC.488_reg001
EFNB3_EPHB6	EFNB3	EPHB6	large_intestine	HBM942.WHFC.488_reg001
AREG_EGFR	AREG	EGFR	large_intestine	HBM942.WHFC.488_reg001
BTC_EGFR	BTC	EGFR	large_intestine	HBM942.WHFC.488_reg001
EPGN_EGFR	EPGN	EGFR	large_intestine	HBM942.WHFC.488_reg001
EREG_EGFR	EREG	EGFR	large_intestine	HBM942.WHFC.488_reg001
HBEGF_EGFR	HBEGF	EGFR	large_intestine	HBM942.WHFC.488_reg001
TGFA_EGFR	TGFA	EGFR	large_intestine	HBM942.WHFC.488_reg001
BTC_ERBB3	BTC	ERBB3	large_intestine	HBM942.WHFC.488_reg001
NRG1_ERBB3	NRG1	ERBB3	large_intestine	HBM942.WHFC.488_reg001
NRG2_ERBB3	NRG2	ERBB3	large_intestine	HBM942.WHFC.488_reg001
BTC_ERBB4	BTC	ERBB4	large_intestine	HBM942.WHFC.488_reg001
EREG_ERBB4	EREG	ERBB4	large_intestine	HBM942.WHFC.488_reg001
HBEGF_ERBB4	HBEGF	ERBB4	large_intestine	HBM942.WHFC.488_reg001
NRG1_ERBB4	NRG1	ERBB4	large_intestine	HBM942.WHFC.488_reg001
NRG2_ERBB4	NRG2	ERBB4	large_intestine	HBM942.WHFC.488_reg001
NRG3_ERBB4	NRG3	ERBB4	large_intestine	HBM942.WHFC.488_reg001
NRG4_ERBB4	NRG4	ERBB4	large_intestine	HBM942.WHFC.488_reg001
HBEGF_ERBB2	HBEGF	ERBB2	large_intestine	HBM942.WHFC.488_reg001
FCER2_CR2	FCER2	CR2	large_intestine	HBM942.WHFC.488_reg001
FCER2_FGFR2	FCER2	FGFR2	large_intestine	HBM942.WHFC.488_reg001
FGF1_FGFR2	FGF1	FGFR2	large_intestine	HBM942.WHFC.488_reg001
FGF10_FGFR2	FGF10	FGFR2	large_intestine	HBM942.WHFC.488_reg001
FGF2_FGFR2	FGF2	FGFR2	large_intestine	HBM942.WHFC.488_reg001
FGF22_FGFR2	FGF22	FGFR2	large_intestine	HBM942.WHFC.488_reg001
FGF7_FGFR2	FGF7	FGFR2	large_intestine	HBM942.WHFC.488_reg001
FGF1_FGFR1	FGF1	FGFR1	large_intestine	HBM942.WHFC.488_reg001
FGF2_FGFR1	FGF2	FGFR1	large_intestine	HBM942.WHFC.488_reg001
NCAM1_FGFR1	NCAM1	FGFR1	large_intestine	HBM942.WHFC.488_reg001
FGF1_FGFR3	FGF1	FGFR3	large_intestine	HBM942.WHFC.488_reg001
FGF17_FGFR3	FGF17	FGFR3	large_intestine	HBM942.WHFC.488_reg001
FGF2_FGFR3	FGF2	FGFR3	large_intestine	HBM942.WHFC.488_reg001
FGF9_FGFR3	FGF9	FGFR3	large_intestine	HBM942.WHFC.488_reg001
FGF1_FGFR4	FGF1	FGFR4	large_intestine	HBM942.WHFC.488_reg001
FGF2_FGFR4	FGF2	FGFR4	large_intestine	HBM942.WHFC.488_reg001
FGL1_LAG3	FGL1	LAG3	large_intestine	HBM942.WHFC.488_reg001
NCAM1_AGRN	NCAM1	AGRN	large_intestine	HBM942.WHFC.488_reg001
FLRT2_ADGRL1	FLRT2	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
NRXN1_ADGRL1	NRXN1	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
NRXN2_ADGRL1	NRXN2	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
NRXN3_ADGRL1	NRXN3	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
TENM1_ADGRL1	TENM1	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
TENM2_ADGRL1	TENM2	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
TENM3_ADGRL1	TENM3	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
TENM4_ADGRL1	TENM4	ADGRL1	large_intestine	HBM942.WHFC.488_reg001
FLRT2_ADGRL3	FLRT2	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
FLRT3_ADGRL3	FLRT3	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
TENM1_ADGRL3	TENM1	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
TENM2_ADGRL3	TENM2	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
TENM3_ADGRL3	TENM3	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
TENM4_ADGRL3	TENM4	ADGRL3	large_intestine	HBM942.WHFC.488_reg001
FLRT3_ADGRL2	FLRT3	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
TENM1_ADGRL2	TENM1	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
TENM2_ADGRL2	TENM2	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
TENM3_ADGRL2	TENM3	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
TENM4_ADGRL2	TENM4	ADGRL2	large_intestine	HBM942.WHFC.488_reg001
GAL_GALR2	GAL	GALR2	large_intestine	HBM942.WHFC.488_reg001
LGALS3_MERTK	LGALS3	MERTK	large_intestine	HBM942.WHFC.488_reg001
GAS6_MERTK	GAS6	MERTK	large_intestine	HBM942.WHFC.488_reg001
LGALS9_HAVCR2	LGALS9	HAVCR2	large_intestine	HBM942.WHFC.488_reg001
LGALS9_P4HB	LGALS9	P4HB	large_intestine	HBM942.WHFC.488_reg001
NMB_GRPR	NMB	GRPR	large_intestine	HBM942.WHFC.488_reg001
GAS6_AXL	GAS6	AXL	large_intestine	HBM942.WHFC.488_reg001
GAS6_TYRO3	GAS6	TYRO3	large_intestine	HBM942.WHFC.488_reg001
GHRL_GHRHR	GHRL	GHRHR	large_intestine	HBM942.WHFC.488_reg001
GHRL_GHSR	GHRL	GHSR	large_intestine	HBM942.WHFC.488_reg001
HLA-A_KIR3DL1	HLA-A	KIR3DL1	large_intestine	HBM942.WHFC.488_reg001
HLA-F_KIR3DL1	HLA-F	KIR3DL1	large_intestine	HBM942.WHFC.488_reg001
HLA-B_KIR3DL2	HLA-B	KIR3DL2	large_intestine	HBM942.WHFC.488_reg001
HLA-F_KIR3DL2	HLA-F	KIR3DL2	large_intestine	HBM942.WHFC.488_reg001
HLA-C_KIR2DL3	HLA-C	KIR2DL3	large_intestine	HBM942.WHFC.488_reg001
HLA-E_KLRC1	HLA-E	KLRC1	large_intestine	HBM942.WHFC.488_reg001
HLA-E_KLRC2	HLA-E	KLRC2	large_intestine	HBM942.WHFC.488_reg001
HLA-E_KLRK1	HLA-E	KLRK1	large_intestine	HBM942.WHFC.488_reg001
HLA-F_LILRB1	HLA-F	LILRB1	large_intestine	HBM942.WHFC.488_reg001
HLA-G_LILRB1	HLA-G	LILRB1	large_intestine	HBM942.WHFC.488_reg001
HLA-F_LILRB2	HLA-F	LILRB2	large_intestine	HBM942.WHFC.488_reg001
HLA-G_LILRB2	HLA-G	LILRB2	large_intestine	HBM942.WHFC.488_reg001
INSL3_RXFP2	INSL3	RXFP2	large_intestine	HBM942.WHFC.488_reg001
RLN1_RXFP2	RLN1	RXFP2	large_intestine	HBM942.WHFC.488_reg001
RLN2_RXFP2	RLN2	RXFP2	large_intestine	HBM942.WHFC.488_reg001
RLN3_RXFP2	RLN3	RXFP2	large_intestine	HBM942.WHFC.488_reg001
IGF1_IGF1R	IGF1	IGF1R	large_intestine	HBM942.WHFC.488_reg001
IGF2_IGF1R	IGF2	IGF1R	large_intestine	HBM942.WHFC.488_reg001
IGF2_IGF2R	IGF2	IGF2R	large_intestine	HBM942.WHFC.488_reg001
IGFBP3_TMEM219	IGFBP3	TMEM219	large_intestine	HBM942.WHFC.488_reg001
IGFL2_IGFLR1	IGFL2	IGFLR1	large_intestine	HBM942.WHFC.488_reg001
IL13_IL13RA2	IL13	IL13RA2	large_intestine	HBM942.WHFC.488_reg001
IL1RAP_PTPRF	IL1RAP	PTPRF	large_intestine	HBM942.WHFC.488_reg001
LRRC4B_PTPRF	LRRC4B	PTPRF	large_intestine	HBM942.WHFC.488_reg001
LRRC4C_PTPRF	LRRC4C	PTPRF	large_intestine	HBM942.WHFC.488_reg001
LRFN4_PTPRF	LRFN4	PTPRF	large_intestine	HBM942.WHFC.488_reg001
LRFN5_PTPRF	LRFN5	PTPRF	large_intestine	HBM942.WHFC.488_reg001
LEFTY2_TDGF1	LEFTY2	TDGF1	large_intestine	HBM942.WHFC.488_reg001
CLEC2B_KLRF1	CLEC2B	KLRF1	large_intestine	HBM942.WHFC.488_reg001
LRRC4B_PTPRD	LRRC4B	PTPRD	large_intestine	HBM942.WHFC.488_reg001
LRFN4_PTPRD	LRFN4	PTPRD	large_intestine	HBM942.WHFC.488_reg001
LRFN5_PTPRD	LRFN5	PTPRD	large_intestine	HBM942.WHFC.488_reg001
NLGN3_PTPRD	NLGN3	PTPRD	large_intestine	HBM942.WHFC.488_reg001
SLITRK2_PTPRD	SLITRK2	PTPRD	large_intestine	HBM942.WHFC.488_reg001
LTB_LTBR	LTB	LTBR	large_intestine	HBM942.WHFC.488_reg001
TNFSF14_LTBR	TNFSF14	LTBR	large_intestine	HBM942.WHFC.488_reg001
XCL1_XCR1	XCL1	XCR1	large_intestine	HBM942.WHFC.488_reg001
XCL2_XCR1	XCL2	XCR1	large_intestine	HBM942.WHFC.488_reg001
LPAR1_ADGRE5	LPAR1	ADGRE5	large_intestine	HBM942.WHFC.488_reg001
LPAR2_ADGRE5	LPAR2	ADGRE5	large_intestine	HBM942.WHFC.488_reg001
LPAR3_ADGRE5	LPAR3	ADGRE5	large_intestine	HBM942.WHFC.488_reg001
THY1_ADGRE5	THY1	ADGRE5	large_intestine	HBM942.WHFC.488_reg001
MDK_PTPRZ1	MDK	PTPRZ1	large_intestine	HBM942.WHFC.488_reg001
PTN_PTPRZ1	PTN	PTPRZ1	large_intestine	HBM942.WHFC.488_reg001
NECTIN3_PVR	NECTIN3	PVR	large_intestine	HBM942.WHFC.488_reg001
NTN1_DCC	NTN1	DCC	large_intestine	HBM942.WHFC.488_reg001
