gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B cell	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	enterocyte of epithelium of large intestine	fibroblast	gut endothelial cell	intestinal crypt stem cell of large intestine	intestinal enteroendocrine cell	intestinal tuft cell	large intestine goblet cell	mast cell	monocyte	neutrophil	paneth cell of colon	plasma cell	transit amplifying cell of colon
LRP6	O75581	True	LRP6_HUMAN	FZD5_LRP6	CPI-SC07F714A57	LRP6	0.0	0.0	0.0	0.082	0.036	0.0	0.07	0.0	0.054	0.082	0.0	0.086	0.0	0.088	0.071	0.364
LRP6	O75581	True	LRP6_HUMAN	FZD5_LRP6	CPI-SC0EDC637EC	LRP6	0.0	0.0	0.0	0.082	0.036	0.0	0.07	0.0	0.054	0.082	0.0	0.086	0.0	0.088	0.071	0.364
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC0390D174C	LRP6	0.0	0.0	0.0	0.032	0.02	0.0	0.07	0.0	0.0	0.015	0.0	0.017	0.0	0.028	0.036	0.159
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC0342728D2	LRP6	0.0	0.0	0.0	0.032	0.02	0.0	0.07	0.0	0.0	0.015	0.0	0.017	0.0	0.028	0.036	0.159
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC0DC10FB9C	LRP6	0.0	0.0	0.0	0.032	0.02	0.0	0.07	0.0	0.0	0.015	0.0	0.017	0.0	0.028	0.036	0.159
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC0796645C7	LRP6	0.0	0.0	0.0	0.032	0.02	0.0	0.07	0.0	0.0	0.015	0.0	0.017	0.0	0.028	0.036	0.159
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC08E139858	LRP6	0.0	0.0	0.0	0.032	0.02	0.0	0.07	0.0	0.0	0.015	0.0	0.017	0.0	0.028	0.036	0.159
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC03671C9F6	LRP6	0.0	0.0	0.0	0.032	0.02	0.0	0.07	0.0	0.0	0.015	0.0	0.017	0.0	0.028	0.036	0.159
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC068774A8A	LRP6	0.0	0.0	0.0	0.032	0.02	0.0	0.07	0.0	0.0	0.015	0.0	0.017	0.0	0.028	0.036	0.159
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC039EE3D74	LRP6	0.0	0.0	0.0	0.032	0.02	0.0	0.07	0.0	0.0	0.015	0.0	0.017	0.0	0.028	0.036	0.159
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC02D62FB5B	LRP6	0.0	0.0	0.0	0.032	0.02	0.0	0.07	0.0	0.0	0.015	0.0	0.017	0.0	0.028	0.036	0.159
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC04FC6D5DC	LRP6	0.0	0.0	0.0	0.032	0.02	0.0	0.07	0.0	0.0	0.015	0.0	0.017	0.0	0.028	0.036	0.159
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC01C485556	LRP6	0.0	0.0	0.0	0.032	0.02	0.0	0.07	0.0	0.0	0.015	0.0	0.017	0.0	0.028	0.036	0.159
LRP6	O75581	True	LRP6_HUMAN	FZD6_LRP6	CPI-SC02CD488A4	LRP6	0.0	0.0	0.0	0.032	0.02	0.0	0.07	0.0	0.0	0.015	0.0	0.017	0.0	0.028	0.036	0.159
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC0B8DA0A10	LRP6	0.0	0.0	0.0	0.041	0.099	0.0	0.07	0.0	0.0	0.056	0.0	0.069	0.0	0.025	0.036	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC0AB470FD0	LRP6	0.0	0.0	0.0	0.041	0.099	0.0	0.07	0.0	0.0	0.056	0.0	0.069	0.0	0.025	0.036	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC0D837BE1B	LRP6	0.0	0.0	0.0	0.041	0.099	0.0	0.07	0.0	0.0	0.056	0.0	0.069	0.0	0.025	0.036	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC0F9BC4D34	LRP6	0.0	0.0	0.0	0.041	0.099	0.0	0.07	0.0	0.0	0.056	0.0	0.069	0.0	0.025	0.036	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC063E27411	LRP6	0.0	0.0	0.0	0.041	0.099	0.0	0.07	0.0	0.0	0.056	0.0	0.069	0.0	0.025	0.036	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC06C2EDE8B	LRP6	0.0	0.0	0.0	0.041	0.099	0.0	0.07	0.0	0.0	0.056	0.0	0.069	0.0	0.025	0.036	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC07CD59D6A	LRP6	0.0	0.0	0.0	0.041	0.099	0.0	0.07	0.0	0.0	0.056	0.0	0.069	0.0	0.025	0.036	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC006CB27E1	LRP6	0.0	0.0	0.0	0.041	0.099	0.0	0.07	0.0	0.0	0.056	0.0	0.069	0.0	0.025	0.036	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC00FA2B152	LRP6	0.0	0.0	0.0	0.041	0.099	0.0	0.07	0.0	0.0	0.056	0.0	0.069	0.0	0.025	0.036	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC059D7F9EE	LRP6	0.0	0.0	0.0	0.041	0.099	0.0	0.07	0.0	0.0	0.056	0.0	0.069	0.0	0.025	0.036	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC0F73E951B	LRP6	0.0	0.0	0.0	0.041	0.099	0.0	0.07	0.0	0.0	0.056	0.0	0.069	0.0	0.025	0.036	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC0B5A3F59F	LRP6	0.0	0.0	0.0	0.041	0.099	0.0	0.07	0.0	0.0	0.056	0.0	0.069	0.0	0.025	0.036	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-SC0C6A402E9	LRP6	0.0	0.0	0.0	0.041	0.099	0.0	0.07	0.0	0.0	0.056	0.0	0.069	0.0	0.025	0.036	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0E7F51B25	LRP6	0.0	0.001	0.0	0.082	0.05	0.0	0.07	0.0	0.0	0.095	0.0	0.086	0.0	0.033	0.0	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0E8623846	LRP6	0.0	0.001	0.0	0.082	0.05	0.0	0.07	0.0	0.0	0.095	0.0	0.086	0.0	0.033	0.0	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC031A56DEB	LRP6	0.0	0.001	0.0	0.082	0.05	0.0	0.07	0.0	0.0	0.095	0.0	0.086	0.0	0.033	0.0	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0B9D5B3BB	LRP6	0.0	0.001	0.0	0.082	0.05	0.0	0.07	0.0	0.0	0.095	0.0	0.086	0.0	0.033	0.0	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC061351B3F	LRP6	0.0	0.001	0.0	0.082	0.05	0.0	0.07	0.0	0.0	0.095	0.0	0.086	0.0	0.033	0.0	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC077E857AE	LRP6	0.0	0.001	0.0	0.082	0.05	0.0	0.07	0.0	0.0	0.095	0.0	0.086	0.0	0.033	0.0	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC07648DD90	LRP6	0.0	0.001	0.0	0.082	0.05	0.0	0.07	0.0	0.0	0.095	0.0	0.086	0.0	0.033	0.0	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC01C2F8BE5	LRP6	0.0	0.001	0.0	0.082	0.05	0.0	0.07	0.0	0.0	0.095	0.0	0.086	0.0	0.033	0.0	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC028E09B43	LRP6	0.0	0.001	0.0	0.082	0.05	0.0	0.07	0.0	0.0	0.095	0.0	0.086	0.0	0.033	0.0	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC05E81C125	LRP6	0.0	0.001	0.0	0.082	0.05	0.0	0.07	0.0	0.0	0.095	0.0	0.086	0.0	0.033	0.0	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC02EBDBB5C	LRP6	0.0	0.001	0.0	0.082	0.05	0.0	0.07	0.0	0.0	0.095	0.0	0.086	0.0	0.033	0.0	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0D8F589A1	LRP6	0.0	0.001	0.0	0.082	0.05	0.0	0.07	0.0	0.0	0.095	0.0	0.086	0.0	0.033	0.0	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0942D4B76	LRP6	0.0	0.001	0.0	0.082	0.05	0.0	0.07	0.0	0.0	0.095	0.0	0.086	0.0	0.033	0.0	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0F9E07951	LRP6	0.0	0.001	0.0	0.082	0.05	0.0	0.07	0.0	0.0	0.095	0.0	0.086	0.0	0.033	0.0	0.045
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC09FC5B2A7	LRP6	0.0	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC01B29532D	LRP6	0.0	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC0259C1693	LRP6	0.0	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC0ECADFABF	LRP6	0.0	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC05CCD8E17	LRP6	0.0	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC01AAA545F	LRP6	0.0	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC052B6F4F3	LRP6	0.0	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC01FD57BC9	LRP6	0.0	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC08CF56014	LRP6	0.0	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC07F8A4C81	LRP6	0.0	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC088BCE7ED	LRP6	0.0	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC09206543A	LRP6	0.0	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	Kremen1_LRP6	CPI-SC0456039E0	LRP6	0.0	0.0	0.0	0.034	0.099	0.0	0.048	0.0	0.009	0.044	0.0	0.069	0.0	0.015	0.0	0.25
LRP6	O75581	True	LRP6_HUMAN	Kremen1_LRP6	CPI-SC07CA7AF54	LRP6	0.0	0.0	0.0	0.034	0.099	0.0	0.048	0.0	0.009	0.044	0.0	0.069	0.0	0.015	0.0	0.25
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0147DCB06	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC029ADF8EA	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC055AF31A9	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC06037057B	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0148F76F0	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0782ECD47	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0EB633CED	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0675C8528	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0A79539F5	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0512E3581	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0AE0AAAFB	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0637CC9D5	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC036A39C13	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC054FD289E	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC08DE61392	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC058678C1B	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC0EBBD9B59	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC080C0C5A2	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC0245AE3FF	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC07D1540F8	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC066B2A89A	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC09D51C7BF	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC069D8A1BA	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC0486FECAB	FZD2	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0EFF2AFBD	FZD3	0.0	0.008	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.026	0.0	0.014	0.0	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC044BB9279	FZD3	0.0	0.008	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.026	0.0	0.014	0.0	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0B0BAF8DB	FZD3	0.0	0.008	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.026	0.0	0.014	0.0	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0671450D5	FZD3	0.0	0.008	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.026	0.0	0.014	0.0	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC066A4E191	FZD3	0.0	0.008	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.026	0.0	0.014	0.0	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC03753E185	FZD3	0.0	0.008	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.026	0.0	0.014	0.0	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0E11F543C	FZD3	0.0	0.008	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.026	0.0	0.014	0.0	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC081B09E04	FZD3	0.0	0.008	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.026	0.0	0.014	0.0	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC02753B9BD	FZD3	0.0	0.008	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.026	0.0	0.014	0.0	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC01D3E6936	FZD3	0.0	0.008	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.026	0.0	0.014	0.0	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC092C6BB7D	FZD3	0.0	0.008	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.026	0.0	0.014	0.0	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0AEC52E73	FZD3	0.0	0.008	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.026	0.0	0.014	0.0	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC03C02374B	FZD3	0.0	0.001	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.06	0.0	0.014	0.071	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC06CA35957	FZD3	0.0	0.001	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.06	0.0	0.014	0.071	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC03F9E6AC5	FZD3	0.0	0.001	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.06	0.0	0.014	0.071	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC015580274	FZD3	0.0	0.001	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.06	0.0	0.014	0.071	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0C646FE07	FZD3	0.0	0.001	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.06	0.0	0.014	0.071	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0E6C99C1D	FZD3	0.0	0.001	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.06	0.0	0.014	0.071	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC063989793	FZD3	0.0	0.001	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.06	0.0	0.014	0.071	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0B739B6BE	FZD3	0.0	0.001	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.06	0.0	0.014	0.071	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC018C0B727	FZD3	0.0	0.001	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.06	0.0	0.014	0.071	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0D8C38952	FZD3	0.0	0.001	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.06	0.0	0.014	0.071	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC04617C8EB	FZD3	0.0	0.001	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.06	0.0	0.014	0.071	0.045
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0ECDB073E	FZD3	0.0	0.001	0.0	0.008	0.016	0.0	0.005	0.0	0.0	0.01	0.0	0.06	0.0	0.014	0.071	0.045
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC09D3FA32B	FZD4	0.0	0.0	0.0	0.001	0.035	0.196	0.0	0.0	0.0	0.023	0.0	0.026	0.0	0.0	0.0	0.091
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0953D36EF	FZD4	0.0	0.0	0.0	0.001	0.035	0.196	0.0	0.0	0.0	0.023	0.0	0.026	0.0	0.0	0.0	0.091
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC001BD2F39	FZD4	0.0	0.0	0.0	0.001	0.035	0.196	0.0	0.0	0.0	0.023	0.0	0.026	0.0	0.0	0.0	0.091
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC05D7BF6AC	FZD4	0.0	0.0	0.0	0.001	0.035	0.196	0.0	0.0	0.0	0.023	0.0	0.026	0.0	0.0	0.0	0.091
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC09E6AC2F5	FZD4	0.0	0.0	0.0	0.001	0.035	0.196	0.0	0.0	0.0	0.023	0.0	0.026	0.0	0.0	0.0	0.091
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0BCA5D6A5	FZD4	0.0	0.0	0.0	0.001	0.035	0.196	0.0	0.0	0.0	0.023	0.0	0.026	0.0	0.0	0.0	0.091
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC09C59F73D	FZD4	0.0	0.0	0.0	0.001	0.035	0.196	0.0	0.0	0.0	0.023	0.0	0.026	0.0	0.0	0.0	0.091
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC016937C58	FZD4	0.0	0.0	0.0	0.001	0.035	0.196	0.0	0.0	0.0	0.023	0.0	0.026	0.0	0.0	0.0	0.091
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0D721C667	FZD4	0.0	0.0	0.0	0.001	0.035	0.196	0.0	0.0	0.0	0.023	0.0	0.026	0.0	0.0	0.0	0.091
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC056F2D04E	FZD4	0.0	0.0	0.0	0.001	0.035	0.196	0.0	0.0	0.0	0.023	0.0	0.026	0.0	0.0	0.0	0.091
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0BAD0A831	FZD4	0.0	0.0	0.0	0.001	0.035	0.196	0.0	0.0	0.0	0.023	0.0	0.026	0.0	0.0	0.0	0.091
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-SC0CDC53EF1	FZD4	0.0	0.0	0.0	0.001	0.035	0.196	0.0	0.0	0.0	0.023	0.0	0.026	0.0	0.0	0.0	0.091
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0C22F42DF	FZD4	0.0	0.0	0.0	0.001	0.035	0.0	0.0	0.0	0.0	0.023	0.0	0.026	0.0	0.0	0.0	0.091
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC010561E8D	FZD4	0.0	0.0	0.0	0.001	0.035	0.0	0.0	0.0	0.0	0.023	0.0	0.026	0.0	0.0	0.0	0.091
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0594F894D	FZD4	0.0	0.0	0.0	0.001	0.035	0.0	0.0	0.0	0.0	0.023	0.0	0.026	0.0	0.0	0.0	0.091
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-SC0B6207B1C	FZD4	0.0	0.0	0.0	0.001	0.035	0.0	0.0	0.0	0.0	0.023	0.0	0.026	0.0	0.0	0.0	0.091
